method,scenario_id,scenario,rep,N,n_X,sigma_x,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
lsem_oracleZ,7,N1000_nX200_sx2,51,1000,200,2.000000,2.027400,1.388403,1.388403,0.638997,0.638997,1.767456,1.383205,1.191080,0.576376,0.384251,0.259944,0.005198,0.197323,0.062621,0.254746,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,52,1000,200,2.000000,1.739666,1.256129,1.256129,0.483537,0.483537,1.743953,1.359657,1.167509,0.576444,0.384296,-0.004287,-0.103528,0.088620,-0.092907,0.099241,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,53,1000,200,2.000000,1.735502,1.199518,1.199518,0.535984,0.535984,1.743941,1.359585,1.167408,0.576533,0.384356,-0.008439,-0.160067,0.032111,-0.040549,0.151628,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,54,1000,200,2.000000,1.931181,1.372538,1.372538,0.558643,0.558643,1.736126,1.351760,1.159578,0.576548,0.384365,0.195056,0.020778,0.212960,-0.017905,0.174278,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,55,1000,200,2.000000,1.766100,1.272258,1.272258,0.493842,0.493842,1.727766,1.343762,1.151760,0.576006,0.384004,0.038334,-0.071504,0.120498,-0.082164,0.109838,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,56,1000,200,2.000000,1.915084,1.380678,1.380678,0.534406,0.534406,1.770326,1.386762,1.194981,0.575345,0.383564,0.144757,-0.006085,0.185697,-0.040940,0.150842,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,57,1000,200,2.000000,1.602246,1.265709,1.265709,0.336537,0.336537,1.730972,1.347567,1.155865,0.575107,0.383405,-0.128726,-0.081858,0.109845,-0.238571,-0.046868,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,58,1000,200,2.000000,1.744204,1.128843,1.128843,0.615362,0.615362,1.734246,1.350807,1.159088,0.575158,0.383438,0.009958,-0.221965,-0.030245,0.040204,0.231923,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,59,1000,200,2.000000,1.923168,1.371775,1.371775,0.551393,0.551393,1.741368,1.357422,1.165449,0.575919,0.383946,0.181800,0.014353,0.206326,-0.024526,0.167447,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,60,1000,200,2.000000,1.835109,1.304521,1.304521,0.530588,0.530588,1.729734,1.346109,1.154296,0.575438,0.383626,0.105375,-0.041587,0.150225,-0.044850,0.146962,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,61,1000,200,2.000000,1.696020,1.247795,1.247795,0.448225,0.448225,1.763596,1.380107,1.188363,0.575233,0.383489,-0.067576,-0.132312,0.059432,-0.127009,0.064736,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,62,1000,200,2.000000,1.815091,1.306604,1.306604,0.508487,0.508487,1.737667,1.354287,1.162597,0.575070,0.383380,0.077425,-0.047683,0.144007,-0.066583,0.125107,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,63,1000,200,2.000000,1.545692,1.121101,1.121101,0.424592,0.424592,1.739288,1.355373,1.163415,0.575873,0.383915,-0.193596,-0.234272,-0.042315,-0.151281,0.040677,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,64,1000,200,2.000000,1.807385,1.260059,1.260059,0.547326,0.547326,1.727419,1.343436,1.151445,0.575974,0.383983,0.079966,-0.083377,0.108614,-0.028649,0.163343,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,65,1000,200,2.000000,1.541906,1.278053,1.278053,0.263853,0.263853,1.755128,1.371149,1.179159,0.575969,0.383979,-0.213221,-0.093096,0.098894,-0.312115,-0.120126,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,66,1000,200,2.000000,1.557567,1.189134,1.189134,0.368433,0.368433,1.720431,1.336686,1.144813,0.575618,0.383746,-0.162864,-0.147551,0.044321,-0.207186,-0.015313,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,67,1000,200,2.000000,1.811429,1.316268,1.316268,0.495161,0.495161,1.739031,1.354850,1.162759,0.576272,0.384181,0.072399,-0.038581,0.153509,-0.081111,0.110980,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,68,1000,200,2.000000,1.691873,1.333124,1.333124,0.358750,0.358750,1.722889,1.339525,1.147843,0.575046,0.383364,-0.031016,-0.006401,0.185281,-0.216297,-0.024615,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,69,1000,200,2.000000,1.847929,1.301211,1.301211,0.546718,0.546718,1.747423,1.363210,1.171104,0.576319,0.384213,0.100505,-0.062000,0.130107,-0.029602,0.162505,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,70,1000,200,2.000000,1.589934,1.209405,1.209405,0.380530,0.380530,1.729515,1.346198,1.154540,0.574975,0.383317,-0.139580,-0.136794,0.054865,-0.194445,-0.002787,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,71,1000,200,2.000000,1.732492,1.228016,1.228016,0.504476,0.504476,1.741718,1.357978,1.166109,0.575609,0.383740,-0.009226,-0.129963,0.061907,-0.071133,0.120737,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,72,1000,200,2.000000,1.600094,1.249987,1.249987,0.350106,0.350106,1.738903,1.355586,1.163928,0.574975,0.383317,-0.138810,-0.105599,0.086060,-0.224869,-0.033211,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,73,1000,200,2.000000,1.755389,1.326042,1.326042,0.429348,0.429348,1.748952,1.364861,1.172815,0.576137,0.384092,0.006437,-0.038819,0.153227,-0.146790,0.045256,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,74,1000,200,2.000000,1.814183,1.217948,1.217948,0.596234,0.596234,1.746407,1.361798,1.169494,0.576913,0.384609,0.067776,-0.143850,0.048454,0.019322,0.211626,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,75,1000,200,2.000000,1.797179,1.304799,1.304799,0.492380,0.492380,1.762953,1.379108,1.187186,0.575767,0.383845,0.034226,-0.074309,0.117613,-0.083387,0.108535,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,76,1000,200,2.000000,1.813764,1.290279,1.290279,0.523485,0.523485,1.731785,1.348026,1.156147,0.575638,0.383759,0.081979,-0.057747,0.134132,-0.052153,0.139726,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,77,1000,200,2.000000,1.779369,1.376945,1.376945,0.402424,0.402424,1.724052,1.340376,1.148539,0.575514,0.383676,0.055317,0.036568,0.228406,-0.173089,0.018749,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,78,1000,200,2.000000,1.735681,1.328933,1.328933,0.406747,0.406747,1.737836,1.354302,1.162535,0.575301,0.383534,-0.002155,-0.025369,0.166398,-0.168553,0.023214,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,79,1000,200,2.000000,1.836731,1.375285,1.375285,0.461446,0.461446,1.749442,1.365515,1.173551,0.575891,0.383927,0.087289,0.009770,0.201734,-0.114445,0.077519,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,80,1000,200,2.000000,1.855107,1.317410,1.317410,0.537697,0.537697,1.750643,1.366699,1.174727,0.575916,0.383944,0.104464,-0.049289,0.142683,-0.038219,0.153753,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,81,1000,200,2.000000,1.563578,1.186697,1.186697,0.376881,0.376881,1.738500,1.354506,1.162508,0.575992,0.383994,-0.174923,-0.167809,0.024188,-0.199111,-0.007114,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,82,1000,200,2.000000,1.733945,1.322205,1.322205,0.411740,0.411740,1.733834,1.350482,1.158806,0.575028,0.383352,0.000111,-0.028278,0.163398,-0.163288,0.028388,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,83,1000,200,2.000000,1.672035,1.219554,1.219554,0.452481,0.452481,1.730341,1.346974,1.155290,0.575051,0.383367,-0.058306,-0.127419,0.064264,-0.122570,0.069113,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,84,1000,200,2.000000,1.550726,1.184176,1.184176,0.366550,0.366550,1.740398,1.356719,1.164879,0.575519,0.383680,-0.189672,-0.172543,0.019297,-0.208969,-0.017130,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,85,1000,200,2.000000,1.646362,1.229902,1.229902,0.416459,0.416459,1.739913,1.356004,1.164050,0.575862,0.383908,-0.093551,-0.126102,0.065852,-0.159403,0.032551,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,86,1000,200,2.000000,1.678185,1.243864,1.243864,0.434321,0.434321,1.728823,1.345488,1.153820,0.575003,0.383335,-0.050638,-0.101624,0.090043,-0.140682,0.050986,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,87,1000,200,2.000000,1.689103,1.163897,1.163897,0.525206,0.525206,1.749465,1.365533,1.173567,0.575898,0.383932,-0.060362,-0.201636,-0.009670,-0.050692,0.141274,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,88,1000,200,2.000000,1.787792,1.270421,1.270421,0.517370,0.517370,1.761919,1.377359,1.185079,0.576840,0.384560,0.025873,-0.106938,0.085342,-0.059469,0.132810,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,89,1000,200,2.000000,1.740931,1.301824,1.301824,0.439108,0.439108,1.730567,1.347034,1.155267,0.575301,0.383534,0.010364,-0.045210,0.146557,-0.136193,0.055574,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,90,1000,200,2.000000,1.610466,1.192101,1.192101,0.418365,0.418365,1.722586,1.338859,1.146996,0.575590,0.383726,-0.112120,-0.146758,0.045105,-0.157225,0.034638,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,91,1000,200,2.000000,1.778454,1.197598,1.197598,0.580856,0.580856,1.748454,1.364773,1.172932,0.575522,0.383681,0.030000,-0.167174,0.024666,0.005334,0.197175,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,92,1000,200,2.000000,1.713612,1.182535,1.182535,0.531077,0.531077,1.762871,1.378978,1.187031,0.575839,0.383893,-0.049259,-0.196443,-0.004497,-0.044762,0.147184,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,93,1000,200,2.000000,1.645224,1.142350,1.142350,0.502874,0.502874,1.743027,1.359192,1.167275,0.575753,0.383835,-0.097803,-0.216842,-0.024924,-0.072879,0.119039,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,94,1000,200,2.000000,1.810515,1.237365,1.237365,0.573149,0.573149,1.757116,1.372949,1.180866,0.576250,0.384167,0.053398,-0.135584,0.056499,-0.003101,0.188983,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,95,1000,200,2.000000,1.744327,1.255707,1.255707,0.488620,0.488620,1.725541,1.341535,1.149532,0.576009,0.384006,0.018786,-0.085828,0.106175,-0.087388,0.104614,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,96,1000,200,2.000000,1.717029,1.324608,1.324608,0.392421,0.392421,1.771120,1.387139,1.195148,0.575973,0.383982,-0.054091,-0.062530,0.129460,-0.183552,0.008439,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,97,1000,200,2.000000,1.897270,1.332454,1.332454,0.564816,0.564816,1.732986,1.349413,1.157627,0.575359,0.383573,0.164284,-0.016959,0.174828,-0.010544,0.181243,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,98,1000,200,2.000000,1.696587,1.229997,1.229997,0.466590,0.466590,1.712947,1.329252,1.137405,0.575543,0.383695,-0.016360,-0.099255,0.092592,-0.108952,0.082895,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,99,1000,200,2.000000,1.683822,1.136413,1.136413,0.547408,0.547408,1.736393,1.352956,1.161238,0.575155,0.383437,-0.052571,-0.216543,-0.024825,-0.027747,0.163972,,,,,,
lsem_oracleZ,7,N1000_nX200_sx2,100,1000,200,2.000000,1.614800,1.146432,1.146432,0.468368,0.468368,1.720561,1.337170,1.145474,0.575087,0.383391,-0.105761,-0.190738,0.000957,-0.106719,0.084977,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,1,4000,10,0.700000,1.700136,1.209394,1.209394,0.490742,0.490742,1.743241,1.359143,1.167094,0.576147,0.384098,-0.043105,-0.149749,0.042300,-0.085405,0.106644,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,2,4000,10,0.700000,1.729648,1.294636,1.294636,0.435012,0.435012,1.751187,1.367405,1.175514,0.575673,0.383782,-0.021539,-0.072770,0.119121,-0.140660,0.051231,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,3,4000,10,0.700000,1.869807,1.310455,1.310455,0.559353,0.559353,1.725764,1.342255,1.150501,0.575263,0.383509,0.144044,-0.031800,0.159954,-0.015910,0.175844,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,4,4000,10,0.700000,1.694245,1.280849,1.280849,0.413396,0.413396,1.741978,1.358078,1.166128,0.575850,0.383900,-0.047734,-0.077230,0.114721,-0.162454,0.029496,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,5,4000,10,0.700000,1.745227,1.275979,1.275979,0.469248,0.469248,1.735724,1.351762,1.159780,0.575944,0.383963,0.009503,-0.075782,0.116199,-0.106696,0.085285,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,6,4000,10,0.700000,1.694469,1.205009,1.205009,0.489460,0.489460,1.736709,1.352660,1.160636,0.576073,0.384049,-0.042240,-0.147651,0.044373,-0.086613,0.105411,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,7,4000,10,0.700000,1.635666,1.152814,1.152814,0.482852,0.482852,1.741923,1.358494,1.166780,0.575143,0.383429,-0.106257,-0.205680,-0.013966,-0.092291,0.099423,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,8,4000,10,0.700000,1.785312,1.299430,1.299430,0.485882,0.485882,1.730948,1.347192,1.155314,0.575634,0.383756,0.054364,-0.047762,0.144116,-0.089752,0.102126,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,9,4000,10,0.700000,1.705727,1.253493,1.253493,0.452233,0.452233,1.727616,1.344114,1.152363,0.575253,0.383502,-0.021889,-0.090621,0.101130,-0.123020,0.068731,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,10,4000,10,0.700000,1.710239,1.253339,1.253339,0.456900,0.456900,1.734974,1.351125,1.159201,0.575773,0.383849,-0.024735,-0.097786,0.094138,-0.118874,0.073051,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,11,4000,10,0.700000,1.779742,1.256269,1.256269,0.523473,0.523473,1.722683,1.339123,1.147343,0.575340,0.383560,0.057060,-0.082853,0.108927,-0.051867,0.139913,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,12,4000,10,0.700000,1.820145,1.281133,1.281133,0.539012,0.539012,1.722570,1.338959,1.147154,0.575416,0.383610,0.097575,-0.057827,0.133978,-0.036404,0.155402,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,13,4000,10,0.700000,1.780639,1.293687,1.293687,0.486952,0.486952,1.732144,1.348586,1.156807,0.575336,0.383557,0.048495,-0.054899,0.136879,-0.088384,0.103394,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,14,4000,10,0.700000,1.786391,1.323134,1.323134,0.463257,0.463257,1.736138,1.353016,1.161455,0.574683,0.383122,0.050253,-0.029882,0.161679,-0.111426,0.080135,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,15,4000,10,0.700000,1.681361,1.218629,1.218629,0.462731,0.462731,1.733570,1.350013,1.158235,0.575335,0.383557,-0.052209,-0.131384,0.060394,-0.112604,0.079175,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,16,4000,10,0.700000,1.675810,1.273145,1.273145,0.402665,0.402665,1.744725,1.360849,1.168911,0.575814,0.383876,-0.068916,-0.087704,0.104234,-0.173149,0.018789,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,17,4000,10,0.700000,1.756007,1.258876,1.258876,0.497132,0.497132,1.731533,1.347669,1.155737,0.575796,0.383864,0.024474,-0.088793,0.103139,-0.078665,0.113268,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,18,4000,10,0.700000,1.862258,1.336789,1.336789,0.525469,0.525469,1.729004,1.345581,1.153869,0.575135,0.383423,0.133254,-0.008792,0.182919,-0.049666,0.142046,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,19,4000,10,0.700000,1.804713,1.255052,1.255052,0.549662,0.549662,1.740446,1.356703,1.164832,0.575615,0.383743,0.064267,-0.101652,0.090220,-0.025953,0.165919,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,20,4000,10,0.700000,1.720415,1.260457,1.260457,0.459958,0.459958,1.730012,1.346421,1.154625,0.575388,0.383592,-0.009598,-0.085964,0.105832,-0.115430,0.076366,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,21,4000,10,0.700000,1.713266,1.261883,1.261883,0.451383,0.451383,1.745641,1.361514,1.169450,0.576191,0.384127,-0.032375,-0.099631,0.092433,-0.124808,0.067256,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,22,4000,10,0.700000,1.827200,1.285045,1.285045,0.542154,0.542154,1.742684,1.359097,1.167303,0.575381,0.383588,0.084515,-0.074051,0.117742,-0.033227,0.158567,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,23,4000,10,0.700000,1.714221,1.266830,1.266830,0.447391,0.447391,1.732571,1.348962,1.157158,0.575412,0.383608,-0.018350,-0.082132,0.109672,-0.128022,0.063782,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,24,4000,10,0.700000,1.617935,1.235102,1.235102,0.382833,0.382833,1.743422,1.359619,1.167717,0.575706,0.383804,-0.125487,-0.124517,0.067385,-0.192872,-0.000970,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,25,4000,10,0.700000,1.707165,1.265824,1.265824,0.441341,0.441341,1.749403,1.365396,1.173393,0.576009,0.384006,-0.042238,-0.099572,0.092431,-0.134669,0.057335,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,26,4000,10,0.700000,1.728535,1.262961,1.262961,0.465574,0.465574,1.724385,1.340796,1.149001,0.575385,0.383590,0.004150,-0.077835,0.113960,-0.109811,0.081984,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,27,4000,10,0.700000,1.758911,1.264633,1.264633,0.494277,0.494277,1.735354,1.351812,1.160041,0.575313,0.383542,0.023557,-0.087178,0.104592,-0.081035,0.110735,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,28,4000,10,0.700000,1.665664,1.248879,1.248879,0.416785,0.416785,1.743953,1.359902,1.167877,0.576076,0.384051,-0.078289,-0.111023,0.081002,-0.159292,0.032734,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,29,4000,10,0.700000,1.811234,1.266686,1.266686,0.544548,0.544548,1.730188,1.346510,1.154670,0.575518,0.383678,0.081046,-0.079824,0.112016,-0.030969,0.160870,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,30,4000,10,0.700000,1.684807,1.226513,1.226513,0.458294,0.458294,1.738956,1.355296,1.163467,0.575489,0.383659,-0.054148,-0.128783,0.063046,-0.117195,0.074635,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,31,4000,10,0.700000,1.790787,1.240670,1.240670,0.550117,0.550117,1.740637,1.356703,1.164736,0.575900,0.383934,0.050150,-0.116033,0.075933,-0.025783,0.166183,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,32,4000,10,0.700000,1.608372,1.226039,1.226039,0.382333,0.382333,1.735347,1.351792,1.160015,0.575332,0.383555,-0.126975,-0.125753,0.066024,-0.192999,-0.001222,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,33,4000,10,0.700000,1.827208,1.298806,1.298806,0.528402,0.528402,1.747057,1.363005,1.170979,0.576077,0.384052,0.080152,-0.064199,0.127827,-0.047675,0.144351,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,34,4000,10,0.700000,1.729240,1.255333,1.255333,0.473907,0.473907,1.734965,1.351526,1.159807,0.575159,0.383439,-0.005725,-0.096193,0.095526,-0.101252,0.090468,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,35,4000,10,0.700000,1.663221,1.259070,1.259070,0.404151,0.404151,1.738183,1.354552,1.162736,0.575448,0.383632,-0.074962,-0.095481,0.096334,-0.171296,0.020519,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,36,4000,10,0.700000,1.674736,1.239996,1.239996,0.434740,0.434740,1.742890,1.358829,1.166798,0.576092,0.384061,-0.068154,-0.118833,0.073198,-0.141352,0.050679,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,37,4000,10,0.700000,1.773120,1.284431,1.284431,0.488689,0.488689,1.734646,1.350959,1.159115,0.575531,0.383688,0.038474,-0.066528,0.125316,-0.086842,0.105001,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,38,4000,10,0.700000,1.651602,1.230472,1.230472,0.421131,0.421131,1.740339,1.356398,1.164427,0.575911,0.383941,-0.088736,-0.125926,0.066044,-0.154781,0.037190,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,39,4000,10,0.700000,1.665401,1.186245,1.186245,0.479156,0.479156,1.747973,1.364099,1.172162,0.575810,0.383873,-0.082571,-0.177854,0.014083,-0.096654,0.095283,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,40,4000,10,0.700000,1.711544,1.255865,1.255865,0.455679,0.455679,1.733838,1.349746,1.157701,0.576137,0.384091,-0.022294,-0.093882,0.098164,-0.120458,0.071588,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,41,4000,10,0.700000,1.725554,1.216629,1.216629,0.508925,0.508925,1.745526,1.361426,1.169376,0.576151,0.384100,-0.019972,-0.144797,0.047253,-0.067226,0.124824,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,42,4000,10,0.700000,1.749159,1.236821,1.236821,0.512338,0.512338,1.737315,1.353684,1.161869,0.575446,0.383631,0.011844,-0.116863,0.074952,-0.063109,0.128707,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,43,4000,10,0.700000,1.790767,1.268306,1.268306,0.522462,0.522462,1.738095,1.354234,1.162304,0.575791,0.383860,0.052673,-0.085928,0.106002,-0.053329,0.138601,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,44,4000,10,0.700000,1.708128,1.229539,1.229539,0.478589,0.478589,1.735739,1.351773,1.159790,0.575949,0.383966,-0.027611,-0.122234,0.069749,-0.097360,0.094623,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,45,4000,10,0.700000,1.664212,1.196998,1.196998,0.467214,0.467214,1.735182,1.351207,1.159220,0.575961,0.383974,-0.070970,-0.154209,0.037778,-0.108747,0.083240,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,46,4000,10,0.700000,1.831137,1.324163,1.324163,0.506974,0.506974,1.741802,1.357910,1.165964,0.575839,0.383892,0.089334,-0.033747,0.158199,-0.068865,0.123082,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,47,4000,10,0.700000,1.749763,1.264432,1.264432,0.485331,0.485331,1.734088,1.350239,1.158315,0.575773,0.383848,0.015675,-0.085807,0.106117,-0.090442,0.101482,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,48,4000,10,0.700000,1.676403,1.205741,1.205741,0.470662,0.470662,1.741912,1.358124,1.166231,0.575681,0.383787,-0.065509,-0.152384,0.039510,-0.105019,0.086875,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,49,4000,10,0.700000,1.702488,1.218776,1.218776,0.483712,0.483712,1.757135,1.373230,1.181278,0.575857,0.383905,-0.054647,-0.154454,0.037498,-0.092145,0.099807,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,50,4000,10,0.700000,1.866744,1.350027,1.350027,0.516717,0.516717,1.731616,1.348214,1.156513,0.575102,0.383401,0.135128,0.001813,0.193513,-0.058385,0.133315,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,51,4000,10,0.700000,1.796481,1.268687,1.268687,0.527794,0.527794,1.736847,1.352837,1.160832,0.576015,0.384010,0.059634,-0.084151,0.107854,-0.048220,0.143785,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,52,4000,10,0.700000,1.752196,1.334482,1.334482,0.417715,0.417715,1.732592,1.348966,1.157152,0.575440,0.383626,0.019604,-0.014484,0.177329,-0.157725,0.034088,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,53,4000,10,0.700000,1.629661,1.203562,1.203562,0.426098,0.426098,1.733453,1.350008,1.158285,0.575168,0.383445,-0.103793,-0.146446,0.045277,-0.149070,0.042653,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,54,4000,10,0.700000,1.757255,1.248649,1.248649,0.508606,0.508606,1.734634,1.350916,1.159057,0.575578,0.383718,0.022621,-0.102267,0.089592,-0.066971,0.124888,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,55,4000,10,0.700000,1.638113,1.218689,1.218689,0.419424,0.419424,1.753183,1.369461,1.177600,0.575583,0.383722,-0.115069,-0.150771,0.041090,-0.156159,0.035702,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,56,4000,10,0.700000,1.730448,1.260774,1.260774,0.469673,0.469673,1.728768,1.344799,1.152815,0.575953,0.383969,0.001680,-0.084025,0.107959,-0.106280,0.085705,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,57,4000,10,0.700000,1.729689,1.257323,1.257323,0.472367,0.472367,1.738726,1.354874,1.162949,0.575777,0.383851,-0.009036,-0.097552,0.094374,-0.103410,0.088515,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,58,4000,10,0.700000,1.669998,1.183946,1.183946,0.486052,0.486052,1.725059,1.341393,1.149560,0.575500,0.383666,-0.055062,-0.157447,0.034386,-0.089448,0.102385,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,59,4000,10,0.700000,1.684838,1.207141,1.207141,0.477697,0.477697,1.741487,1.357350,1.165282,0.576205,0.384137,-0.056650,-0.150210,0.041859,-0.098508,0.093560,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,60,4000,10,0.700000,1.815947,1.286328,1.286328,0.529620,0.529620,1.751136,1.367020,1.174962,0.576174,0.384116,0.064811,-0.080692,0.111366,-0.046555,0.145504,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,61,4000,10,0.700000,1.808327,1.261438,1.261438,0.546890,0.546890,1.725279,1.341614,1.149782,0.575497,0.383665,0.083048,-0.080177,0.111656,-0.028608,0.163225,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,62,4000,10,0.700000,1.743683,1.200550,1.200550,0.543133,0.543133,1.741367,1.357722,1.165899,0.575468,0.383646,0.002316,-0.157172,0.034651,-0.032335,0.159487,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,63,4000,10,0.700000,1.734307,1.240725,1.240725,0.493582,0.493582,1.723767,1.340323,1.148601,0.575166,0.383444,0.010540,-0.099598,0.092124,-0.081584,0.110138,,,,,,
lsem_oracleZ,2,N4000_nX10_sx0.7,64,4000,10,0.700000,1.719052,1.232035,1.232035,0.487017,0.487017,1.734437,1.350673,1.158791,0.575646,0.383764,-0.015385,-0.118638,0.073244,-0.088629,0.103253,,,,,,
